
ITEM ,COLOUR,BRAND,SIZE,PACK SIZE,QUANTITY ,COST PER PACK ,SUPPLIER,SUPPLIER CODE,CATEGORY,DEPARTMENT,GROUP,LOCATION,BUFFER STOCK,NEW ORDER,APPROVED ORDER,ORDERS READY,
PAT SLIDE , ,SCHUR SLIDE ,SHORT ,1 ,7,59.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) MANCHESTER  ,5 ,0 ,0 ,1 ,
PAT SLIDE , ,SCHUR SLIDE ,SHORT ,1 ,7,59.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) ST PANCRAS HOSPITAL ,5 ,0 ,0 ,1 ,
PAT SLIDE , ,SCHUR SLIDE ,SHORT ,1 ,7,59.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) HILLINGDON HOSPITAL ,5 ,0 ,0 ,1 ,
PAT SLIDE , ,SCHUR SLIDE ,SHORT ,1 ,7,59.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) WEST MIDDLESEX ,5 ,0 ,0 ,1 ,
HANDLING BELT , ,N/A ,BARIATRIC ,1 ,2,43.99 ,MEDISAVE , , ,TRAINING  , ,MAIN HUB ,5 ,0 ,0 ,1 ,
HANDLING BELT , ,N/A ,BARIATRIC ,1 ,2,43.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) ST PANCRAS HOSPITAL ,5 ,0 ,0 ,1 ,
HANDLING BELT , ,N/A ,BARIATRIC ,1 ,2,43.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) HILLINGDON HOSPITAL ,5 ,0 ,0 ,1 ,
HANDLING BELT , ,N/A ,ADULT ,1 ,2,13.64 ,COMPLETE CARE SERVICES , , ,TRAINING  , ,MAIN HUB ,5 ,0 ,0 ,0 ,
HANDLING BELT , ,N/A ,ADULT ,1 ,2,13.64 ,COMPLETE CARE SERVICES , , ,TRAINING  , ,(PTS) MANCHESTER  ,5 ,0 ,0 ,0 ,
HANDLING BELT , ,N/A ,ADULT ,1 ,2,13.64 ,COMPLETE CARE SERVICES , , ,TRAINING  , ,(PTS) ST PANCRAS HOSPITAL ,5 ,0 ,0 ,0 ,
HANDLING BELT , ,N/A ,ADULT ,1 ,2,13.64 ,COMPLETE CARE SERVICES , , ,TRAINING  , ,(PTS) HILLINGDON HOSPITAL ,5 ,0 ,0 ,0 ,
HANDLING BELT , ,N/A ,ADULT ,1 ,2,13.64 ,COMPLETE CARE SERVICES , , ,TRAINING  , ,(PTS) WEST MIDDLESEX ,5 ,0 ,0 ,0 ,
FIRST AID KIT  , ,N/A ,ONE SIZE ,1 ,8,7.99 ,MEDISAVE , , ,TRAINING  , ,MAIN HUB ,5 ,19 ,0 ,7 ,
FIRST AID KIT  , ,N/A ,ONE SIZE ,1 ,8,7.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) MANCHESTER  ,5 ,19 ,0 ,7 ,
FIRST AID KIT  , ,N/A ,ONE SIZE ,1 ,8,7.99 ,MEDISAVE , , ,TRAINING  , ,WATERLOO ,5 ,19 ,0 ,7 ,
FIRST AID KIT  , ,N/A ,ONE SIZE ,1 ,8,7.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) ST PANCRAS HOSPITAL ,5 ,19 ,0 ,7 ,
FIRST AID KIT  , ,N/A ,ONE SIZE ,1 ,8,7.99 ,MEDISAVE , , ,TRAINING  , ,(MH) EAST LONDON ,5 ,19 ,0 ,7 ,
FIRST AID KIT  , ,N/A ,ONE SIZE ,1 ,8,7.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) WEST MIDDLESEX ,5 ,19 ,0 ,7 ,
FIRST AID KIT  , ,N/A ,ONE SIZE ,1 ,8,7.99 ,MEDISAVE , , ,TRAINING  , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,5 ,19 ,0 ,7 ,
BANANA BOARD , ,BANANA BOARD ,ONE SIZE ,1 ,16,29.99 ,MEDTREE , , ,TRAINING  , ,MAIN HUB ,5 ,0 ,0 ,0 ,
BANANA BOARD , ,BANANA BOARD ,ONE SIZE ,1 ,16,29.99 ,MEDTREE , , ,TRAINING  , ,(PTS) MANCHESTER  ,5 ,0 ,0 ,0 ,
BANANA BOARD , ,BANANA BOARD ,ONE SIZE ,1 ,16,29.99 ,MEDTREE , , ,TRAINING  , ,(PTS) HILLINGDON HOSPITAL ,5 ,0 ,0 ,0 ,
BANANA BOARD , ,BANANA BOARD ,ONE SIZE ,1 ,16,29.99 ,MEDTREE , , ,TRAINING  , ,(PTS) WEST MIDDLESEX ,5 ,0 ,0 ,0 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,MAIN HUB ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) CHELSEA & WESTMINSTER ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) MANCHESTER  ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,WATERLOO ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) CROYDON HOSPITAL ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) ST GEORGES HOSPITAL ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) ST PANCRAS HOSPITAL ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) ROYAL BROMPTON HOSPITAL ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,100 ,0 ,0 ,20 ,
URINAL  , ,N/A ,MALE BOTTLE  ,1 ,205,0.19 ,MEDISAVE , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,100 ,0 ,0 ,20 ,
SUCTION TUBING  , ,N/A ,3 METERS ,1 ,33,5.05 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,25 ,0 ,0 ,0 ,
SUCTION TUBING  , ,N/A ,3 METERS ,1 ,33,5.05 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,25 ,0 ,0 ,0 ,
SUCTION TUBING  , ,N/A ,3 METERS ,1 ,33,5.05 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) ST GEORGES HOSPITAL ,25 ,0 ,0 ,0 ,
SUCTION TUBING  , ,N/A ,3 METERS ,1 ,33,5.05 ,SP SERVICES , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,25 ,0 ,0 ,0 ,
SUCTION BAG  , ,SERRES  ,ONE SIZE ,1 ,30,3.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,25 ,0 ,0 ,0 ,
SUCTION BAG  , ,SERRES  ,ONE SIZE ,1 ,30,3.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) ST GEORGES HOSPITAL ,25 ,0 ,0 ,0 ,
SUCTION BAG  , ,SERRES  ,ONE SIZE ,1 ,30,3.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,25 ,0 ,0 ,0 ,
PATIENT REPORT FORM  , ,N/A ,PAD ,1 ,15,3.19 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,10 ,0 ,0 ,0 ,
PATIENT REPORT FORM  , ,N/A ,PAD ,1 ,15,3.19 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) CHELSEA & WESTMINSTER ,10 ,0 ,0 ,0 ,
PATIENT REPORT FORM  , ,N/A ,PAD ,1 ,15,3.19 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) MANCHESTER  ,10 ,0 ,0 ,0 ,
PATIENT REPORT FORM  , ,N/A ,PAD ,1 ,15,3.19 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,10 ,0 ,0 ,0 ,
PATIENT REPORT FORM  , ,N/A ,PAD ,1 ,15,3.19 ,SP SERVICES , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,10 ,0 ,0 ,0 ,
PATIENT REPORT FORM  , ,N/A ,PAD ,1 ,15,3.19 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,10 ,0 ,0 ,0 ,
PATIENT REPORT FORM  , ,N/A ,PAD ,1 ,15,3.19 ,SP SERVICES , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,10 ,0 ,0 ,0 ,
OP (OROPHARYNGEAL) AIRWAY  , ,N/A ,MULTI PACK ,6 ,15,3.00 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,10 ,0 ,0 ,0 ,
OP (OROPHARYNGEAL) AIRWAY  , ,N/A ,MULTI PACK ,6 ,15,3.00 ,SP SERVICES , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,10 ,0 ,0 ,0 ,
O2 TUBING   , ,N/A ,2.1M  ,1 ,78,0.85 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,25 ,0 ,0 ,0 ,
O2 TUBING   , ,N/A ,2.1M  ,1 ,78,0.85 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) MANCHESTER  ,25 ,0 ,0 ,0 ,
O2 TUBING   , ,N/A ,2.1M  ,1 ,78,0.85 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,25 ,0 ,0 ,0 ,
O2 TUBING   , ,N/A ,2.1M  ,1 ,78,0.85 ,SP SERVICES , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,25 ,0 ,0 ,0 ,
O2 TUBING   , ,N/A ,2.1M  ,1 ,78,0.85 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,25 ,0 ,0 ,0 ,
O2 MASK 28% MASK VENTURI , ,N/A ,PAED  ,1 ,20,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,5 ,0 ,0 ,0 ,
O2 MASK 28% MASK VENTURI , ,N/A ,PAED  ,1 ,20,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,5 ,0 ,0 ,0 ,
O2 MASK 28% MASK VENTURI , ,N/A ,ADULT ,1 ,34,0.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,20 ,0 ,0 ,0 ,
O2 MASK 28% MASK VENTURI , ,N/A ,ADULT ,1 ,34,0.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,20 ,0 ,0 ,0 ,
O2 MASK 28% MASK VENTURI , ,N/A ,ADULT ,1 ,34,0.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,20 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER   , ,N/A ,ADULT  ,1 ,13,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,20 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER   , ,N/A ,ADULT  ,1 ,13,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) ST GEORGES HOSPITAL ,20 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER   , ,N/A ,ADULT  ,1 ,13,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) HILLINGDON HOSPITAL ,20 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER   , ,N/A ,ADULT  ,1 ,13,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,20 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER   , ,N/A ,ADULT  ,1 ,13,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,20 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER   , ,N/A ,ADULT  ,1 ,13,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,20 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER  , ,N/A ,PAED  ,1 ,10,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,5 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER  , ,N/A ,PAED  ,1 ,10,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,5 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER  , ,N/A ,PAED  ,1 ,10,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) HILLINGDON HOSPITAL ,5 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER  , ,N/A ,PAED  ,1 ,10,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,5 ,0 ,0 ,0 ,
O2 MASK 100% NON-BREATHER  , ,N/A ,PAED  ,1 ,10,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,5 ,0 ,0 ,0 ,
NASAL CANNULA  , ,N/A ,ADULT ,1 ,41,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,25 ,0 ,0 ,0 ,
NASAL CANNULA  , ,N/A ,ADULT ,1 ,41,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) CHELSEA & WESTMINSTER ,25 ,0 ,0 ,0 ,
NASAL CANNULA  , ,N/A ,ADULT ,1 ,41,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) MANCHESTER  ,25 ,0 ,0 ,0 ,
NASAL CANNULA  , ,N/A ,ADULT ,1 ,41,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,25 ,0 ,0 ,0 ,
NASAL CANNULA  , ,N/A ,ADULT ,1 ,41,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) ST GEORGES HOSPITAL ,25 ,0 ,0 ,0 ,
NASAL CANNULA  , ,N/A ,ADULT ,1 ,41,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,25 ,0 ,0 ,0 ,
NASAL CANNULA  , ,N/A ,ADULT ,1 ,41,0.98 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,25 ,0 ,0 ,0 ,
MATERNITY / OBSTETRICS PACK   , ,N/A ,ONE SIZE ,1 ,8,30.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,2 ,0 ,0 ,0 ,
MATERNITY / OBSTETRICS PACK   , ,N/A ,ONE SIZE ,1 ,8,30.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,2 ,0 ,0 ,0 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,MAIN HUB ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,(PTS) CHELSEA & WESTMINSTER ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,(PTS) MANCHESTER  ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,WATERLOO ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,(PTS) ST GEORGES HOSPITAL ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,(H2S) W10 ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,(H2S) EAST LONDON ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,25 ,3 ,0 ,2 ,
INCO PADS  , ,N/A ,ONE SIZE  ,25 ,11,4.50 ,NINE GROUP , , ,HEALTH & SAFETY , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,25 ,3 ,0 ,2 ,
FIRST AID KIT REFILL , ,N/A ,ONE SIZE ,1 ,5,6.99 ,MEDISAVE , , ,HEALTH & SAFETY , ,MAIN HUB ,5 ,5 ,0 ,5 ,
FIRST AID KIT REFILL , ,N/A ,ONE SIZE ,1 ,5,6.99 ,MEDISAVE , , ,HEALTH & SAFETY , ,(MH) EAST LONDON ,5 ,5 ,0 ,5 ,
FIRST AID KIT REFILL , ,N/A ,ONE SIZE ,1 ,5,6.99 ,MEDISAVE , , ,HEALTH & SAFETY , ,(PTS) WEST MIDDLESEX ,5 ,5 ,0 ,5 ,
ENTONOX MOUTH PIECE  , ,N/A ,ONE SIZE  ,1 ,34,2.24 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,20 ,0 ,0 ,0 ,
ENTONOX DEMAND VALVE  , ,N/A ,ONE SIZE   ,1 ,0,0 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,2 ,0 ,0 ,0 ,
CPR FACE SHIELDS   , ,HATS  ,ONE SIZE   ,1 ,200,0 , , , ,HEALTH & SAFETY , ,MAIN HUB ,100 ,0 ,0 ,0 ,
BVM   , ,N/A ,PAED  ,1 ,10,9.99 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,5 ,0 ,0 ,1 ,
BVM   , ,VARIOUS ,INFANT   ,1 ,9,9.99 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,5 ,0 ,0 ,2 ,
BVM   , ,VARIOUS ,INFANT   ,1 ,9,9.99 ,SP SERVICES , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,5 ,0 ,0 ,2 ,
BVM  , ,N/A ,ADULT  ,1 ,9,10.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,MAIN HUB ,10 ,0 ,0 ,0 ,
BVM  , ,N/A ,ADULT  ,1 ,9,10.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,WATERLOO ,10 ,0 ,0 ,0 ,
BVM  , ,N/A ,ADULT  ,1 ,9,10.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,(PTS) HILLINGDON HOSPITAL ,10 ,0 ,0 ,0 ,
BVM  , ,N/A ,ADULT  ,1 ,9,10.95 ,SP SERVICES , , ,HEALTH & SAFETY , ,CLEVELAND CLINIC LONDON ,10 ,0 ,0 ,0 ,
HATS PRIDE PIN BADGE  , ,N/A ,ONE SIZE ,1 ,890,0 ,MARK STEPHENSON , , , , ,MAIN HUB ,0 ,0 ,0 ,0 ,
HATS PRIDE PIN BADGE  , ,N/A ,ONE SIZE ,1 ,890,0 ,MARK STEPHENSON , , , , ,(PTS) CHELSEA & WESTMINSTER ,0 ,0 ,0 ,0 ,
HATS PRIDE PIN BADGE  , ,N/A ,ONE SIZE ,1 ,890,0 ,MARK STEPHENSON , , , , ,(H2S) KENT ,0 ,0 ,0 ,0 ,
HATS AUTISM PIN BADGE  , ,N/A ,ONE SIZE ,1 ,750,0 ,MARK STEPHENSON , , , , ,MAIN HUB ,0 ,0 ,0 ,0 ,
ECG PAPER  , ,PHYSIO CONTROL  ,SINGLE ROLL  ,1 ,8,2.50 ,DS MEDICAL , , ,GENERAL OFFICE EQUIPMENT , ,MAIN HUB ,10 ,0 ,0 ,0 ,
ECG PAPER  , ,PHYSIO CONTROL  ,SINGLE ROLL  ,1 ,8,2.50 ,DS MEDICAL , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) CHELSEA & WESTMINSTER ,10 ,0 ,0 ,0 ,
ECG PAPER  , ,PHYSIO CONTROL  ,SINGLE ROLL  ,1 ,8,2.50 ,DS MEDICAL , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) ST GEORGES HOSPITAL ,10 ,0 ,0 ,0 ,
ECG PAPER  , ,PHYSIO CONTROL  ,SINGLE ROLL  ,1 ,8,2.50 ,DS MEDICAL , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) HILLINGDON HOSPITAL ,10 ,0 ,0 ,0 ,
ECG PAPER  , ,PHYSIO CONTROL  ,SINGLE ROLL  ,1 ,8,2.50 ,DS MEDICAL , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) ROYAL BROMPTON HOSPITAL ,10 ,0 ,0 ,0 ,
ECG DOTS  , ,N/A ,PACK ,50 ,11,16.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,MAIN HUB ,10 ,0 ,0 ,0 ,
ECG DOTS  , ,N/A ,PACK ,50 ,11,16.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) CHELSEA & WESTMINSTER ,10 ,0 ,0 ,0 ,
ECG DOTS  , ,N/A ,PACK ,50 ,11,16.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) MANCHESTER  ,10 ,0 ,0 ,0 ,
ECG DOTS  , ,N/A ,PACK ,50 ,11,16.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,WATERLOO ,10 ,0 ,0 ,0 ,
ECG DOTS  , ,N/A ,PACK ,50 ,11,16.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) ST GEORGES HOSPITAL ,10 ,0 ,0 ,0 ,
ECG DOTS  , ,N/A ,PACK ,50 ,11,16.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) HILLINGDON HOSPITAL ,10 ,0 ,0 ,0 ,
DEFIB PADS  , ,PHYSIO CONTROL  ,ADULT  ,1 ,11,23.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,MAIN HUB ,10 ,0 ,0 ,0 ,
DEFIB PADS  , ,PHYSIO CONTROL  ,ADULT  ,1 ,11,23.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) MANCHESTER  ,10 ,0 ,0 ,0 ,
DEFIB PADS  , ,PHYSIO CONTROL  ,ADULT  ,1 ,11,23.95 ,SP SERVICES , , ,GENERAL OFFICE EQUIPMENT , ,(PTS) ST GEORGES HOSPITAL ,10 ,0 ,0 ,0 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,MAIN HUB ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,(PTS) HILLINGDON HOSPITAL ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,(PTS) ROYAL BROMPTON HOSPITAL ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,(H2S) STOCKHOLM ROAD  ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,(PTS) PETERBOROUGH & CAMBRIDGESHIRE   ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,50 ,1,4.95 ,NINE GROUP , , ,SERVICE , ,CLEVELAND CLINIC LONDON ,10 ,0 ,0 ,1 ,
WASTE BAGS  , ,N/A ,ORANGE ,25 ,20,2.47 ,SP SERVICES , , ,SERVICE , ,MAIN HUB ,10 ,0 ,0 ,0 ,
WASTE BAGS  , ,N/A ,ORANGE ,25 ,20,2.47 ,SP SERVICES , , ,SERVICE , ,WATERLOO ,10 ,0 ,0 ,0 ,
WASTE BAGS  , ,N/A ,ORANGE ,25 ,20,2.47 ,SP SERVICES , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,10 ,0 ,0 ,0 ,
WASTE BAGS  , ,N/A ,ORANGE ,25 ,20,2.47 ,SP SERVICES , , ,SERVICE , ,(MH) EAST LONDON ,10 ,0 ,0 ,0 ,
WASTE BAGS  , ,ZENITH  ,BLACK ,200 ,9,14.07 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,MAIN HUB ,50 ,0 ,0 ,0 ,
WASTE BAGS  , ,ZENITH  ,BLACK ,200 ,9,14.07 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(MH) EAST LONDON ,50 ,0 ,0 ,0 ,
WASTE BAGS  , ,ZENITH  ,BLACK ,200 ,9,14.07 ,HEALTHCARE CLEANING SOLUTIONS , , ,SERVICE , ,(H2S) BIRMINGHAM ,50 ,0 ,0 ,0 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,MAIN HUB ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(PTS) CHELSEA & WESTMINSTER ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(PTS) MANCHESTER  ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,WATERLOO ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(PTS) CROYDON HOSPITAL ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(PTS) ST GEORGES HOSPITAL ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(PTS) ST PANCRAS HOSPITAL ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(H2S) EAST LONDON ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(MH) EAST LONDON ,10 ,5 ,0 ,11 ,
VOMIT BAGS   , ,N/A ,WITHOUT GRANULES  ,25 ,32,4.49 ,MEDISAVE , , ,SERVICE , ,(PTS) WEST MIDDLESEX ,10 ,5 ,0 ,11 ,
